mol,smiles
mol689,N(=O)(=O)C1=CC=C(C=C1)N1CCN(CC1)C(=O)CC1C=CC(=C(OC)C=1)OC
mol690,C(=C/C1=CC=C(C=C1)N(CC)CC)(\NC(C1=CC=CC=C1)=O)/C(=O)N/N=C/C1C=C(OCC)C(=C(I)C=1)O
mol691,S(=O)(=O)(C1=CC=C(C=C1)OC)NC1=CC=CC=C1C(OCC)=O
mol692,C1(C=NC=C(Br)C=1)C(=O)N/N=C/C1C=CC(=C(I)C=1)OC
mol693,N(=O)(=O)C1C=CC(=C(C=1)NC(=O)C1=CC=CC(=C1)N(=O)=O)Cl
mol694,C1(C=NC=C(Br)C=1)C(=O)N/N=C/C1=CC=C2C(C=CC=C2)=C1
mol695,C1(N=C(C)C=C(C)N=1)NC(=N)NC1=CC=CC(C)=C1C
mol696,C1(C(=CC=C(C=1)N(=O)=O)OC1=CC=CC(=C1)/C=N/NC(COC1=CC=C(C=C1Cl)Cl)=O)N(=O)=O
mol697,N(C(=S)NC1C=CC(=C(Cl)C=1)C(O)=O)C(=O)C1=CC=CC=C1C
mol698,N1(C(=O)CSC2=NN=C(C3C=CC(=CC=3)C)N2)C2C=CC=CC=2SC2C=CC=CC1=2
mol699,N(=O)(=O)C1=CC(=CC=C1OC(=O)C1=CC=CO1)/C=N/NC(C1=CC=NC=C1)=O
mol700,C(=O)(C(C)OC1=CC=C(C=C1Cl)Cl)NC1C=CC(=CC=1)C#N
mol701,C(=C/C1=CC=C(C=C1)N(CC)CC)(\NC(C1=CC=CC=C1)=O)/C(=O)N/N=C/C1=CC=C(C=C1)OCC1C=CC=CC=1
mol702,C(=O)(NNC(COC1C=CC=C2C=CC=CC=12)=O)[C@H]1CCCC[C@H]1C(O)=O
mol703,C1(O)C(OCC)=CC(=CC=1Cl)/C=N/NC(COC1=CC=C(C=C1Cl)Cl)=O
mol704,C1(=N/NC(=O)C2C=CC=C(Br)C=2)/C(=O)NC2C=CC(C)=C(Br)C/1=2
mol705,N(=O)(=O)C1=CC2OCOC=2C=C1/C=C(/C#N)\C#N
mol706,C1(/C=N/NC(=O)CC2C=CC=C3C=CC=CC=23)C=C(Br)C=C(Br)C=1O
mol707,C1(O)(CC(=O)C2C=CC(=CC=2)C(C)C)C(=O)NC2C(=CC=C(Cl)C1=2)C
mol708,C1(C=CC=C2C=CC=CC=12)CC(=O)N/N=C/C1C=CC(=CC=1)Br
mol709,C1(=CC=C(C2=CC=CC=C12)Br)CC(=O)NN=CC1C=CC=CC=1OC(C)=O
mol710,N(=O)(=O)C1C=C(C=CC=1O)/C=N/NC(COC1=C(C)C=CC=C1C)=O
mol711,S(N)(=O)(=O)C1=CC=C(C=C1)CCNC(=O)C1C2=CC=CC=C2N=C(C2C=CC=CC=2)C=1
mol712,N(=O)(=O)C1=CC=CC(=C1)/C=N/NC(COC1=CC=C(C(C)=C1)C)=O
mol713,C(=O)(NC1=CC=CC(C)=N1)C1C=CC(=CC=1OC)SC
mol714,N(=O)(=O)C1C=C(C=CC=1O)/C=N/NC(COC1=CC=C(C(C)=C1)C)=O
mol715,C12C3CCN(CC=3SC=1N=C(SCC=C)N(C1=CC=C(C=C1)C)C2=O)CC1C=CC=CC=1
mol716,N(=O)(=O)C1=CC=C(C=C1)/C=N/NC(=O)CC1C=CC=C2C=CC=CC=12
mol717,C1(C=CC=C2C=CC=CC=12)CC(=O)N/N=C/C1C=CC(=CC=1)/C=N/NC(=O)CC1C=CC=C2C=CC=CC=12
mol718,C12C3CCN(CC=3SC=1N=C(SCC(C)=C)N(CC1=CC=CC=C1)C2=O)C
mol719,C1(=CC=C(/C=N/NC(COC2C(C)=CC=CC=2C)=O)O1)N(=O)=O
mol720,C1(C=CC=C2C=CC=CC=12)CC(=O)N/N=C/C1=CC=C(C=C1O)O
mol721,C1(C=CC=C2C=CC=CC=12)CC(=O)N/N=C/C=C/C1=CC=CO1
mol722,C1(/C=N/NC(=O)CC2C=CC=C3C=CC=CC=23)C(O)=CC=C2C=CC=CC=12
mol723,C1(/C=N/NC(COC2C(C)=CC=CC=2C)=O)C(O)=CC=C2C=CC=CC=12
mol724,N(C1C(Cl)=CC=C(Cl)C=1)C(C(C)C)=O
mol725,C1(C(O)=C(/C=N/NC(=O)C2C=NC=C(Br)C=2)C=C(C=1)N(=O)=O)N(=O)=O
mol726,C(=O)(C1C=CC(=CC=1)C(C)(C)C)NCC1C=CC=CC=1
mol727,C12C(=O)CC(CC=1NC1=C(C=CC=C1)N(CC(OC)=O)C2C1=CC=CO1)(C)C
mol728,C1(C=CC=C2C=CC=CC=12)CC(=O)N/N=C/C1=CC=C(C(O)=C1)O
mol729,N12N=C(SC1=NC(=O)C(=CC1=CC=C(C(OC)=C1)OCC1C=CC=CC=1Cl)C2=N)CC(C)C
mol730,C1(C(NCC#N)=O)C2C=CC=CC=2OC2=CC=CC=C12
mol731,N1(C(=O)CSC2SCCN=2)C2C=CC=CC=2C2C=CC=CC1=2
mol732,N(=C(/C)\C1=CC=C(C=C1)CC)/NC(CNC1=CC=CC(C)=C1)=O
mol733,C1(C=C(C)C=CC=1C)NC(CCC(NN)=O)=O
mol734,C1(/C=N/NC(=O)C2=CC=CN=C2)C=C(I)C=C(I)C=1O
mol735,C1(C(OCCC)=O)=C(C)NC2=C(C(=O)CC(C)(C)C2)C1C1C=CC(=C(OC)C=1OC)OC
mol736,C1(/C=N/NC(C2=CC=NC=C2)=O)C=C(I)C=C(I)C=1O
mol737,N1C2C=C(Cl)C=CC=2OC=1C1=CC=C(C=C1)Br
mol738,N(=C(/C)\C1=CC=C(C=C1)C(C)C)/NC(CNC1C=CC=CC=1C)=O
mol739,C1(=NC2=CC=CC=C2OC)SC(C(=O)NC2=CC=C(C=C2)OC)CC(=O)N1C
mol740,N(=O)(=O)C1=CC(=CC=C1OC(=O)C1=CC=CO1)/C=N/NC(=O)C1C=NC=C(Br)C=1
mol741,C1C(CC(CC=1NCC1C=CC(=CC=1)C)(C)C)=O
mol742,C1(O)(CC(=O)C2=CC=C(C=C2)C(C)(C)C)C2=CC(Cl)=CC=C2NC1=O
mol743,C(COC1=CC=C(C(C)=C1)C)(=O)N/N=C/C1=CC=C2C(OCO2)=C1
mol744,C12C(O)=NCCOC=1C1C=CC=CC=1N(C)C2=O
mol745,C1(C(C)=CC=CC=1C)OCC(=O)N/N=C/C1C=CC(=C(OC)C=1)O
mol746,C(COC1=CC=C(C(C)=C1)C)(=O)N/N=C/C1=CC=C(C(OC)=C1)OC
mol747,C(COC1=CC=C(C(C)=C1)C)(=O)N/N=C/C1C=CC(=CC=1)N(C)C
mol748,N1(CC2=CC=CC=C2)C2C=CC=CC=2C(O)(CC(=O)C2=CC=CS2)C1=O
mol749,C1(=C(C)C=CC=C1C)OCC(=O)N/N=C/C1=CC=C(C=C1)N(C)C
mol750,C1(=CC=C(C=C1N(=O)=O)Cl)C(=O)NC1C=CC(=CC=1F)Br
mol751,C1(SCC(=O)NN=CC2=CC=C(C=C2)C(OC)=O)SC2C(=CC=CC=2)N=1
mol752,C1(C(C)=CC=CC=1C)OCC(=O)N/N=C/C1C=CC(=C(OCC)C=1)O
mol753,C(COC1=CC=C(C(C)=C1)C)(=O)N/N=C/C1C=CC(=CC=1O)C
mol754,C(=O)(OC1C=CC=CC=1/C=N/NC(C1=CC=NC=C1)=O)C1=CC=CO1
mol755,C(C1CCCC1)(C(OC)=O)C(=O)NCC1C=CC=NC=1
mol756,C(=O)(C1C=CC=C(F)C=1)NCC(=O)N/N=C(\CCC)/C1=CC=CC=C1
mol757,C12C3C=C(C)C(=CC=3NC(C)(C)C=1SSC2=NC1C=CC=CC=1OCC)C
mol758,C(C1CCCCC1)(=O)NC1=CC=C(C=C1)C(=O)NNC(COC1=CC=C(C=C1)CC)=O
mol759,C(=O)(C1C=CC=C(F)C=1)NCC(=O)N/N=C/C1=CC=C(C=C1)C
mol760,N(C(=O)C1=CC=C(C(OC)=C1)OC)C(=S)NC1=CC=CC=C1C
mol761,C(=O)(C1C=CC(=CC=1)Cl)NCC(=O)N/N=C/C1=CC=C(C=C1)C
mol762,N1(C2=CC=CC=C2)C(SCC(=O)NN=CC2=CC=C(C)S2)=NN=C1C1=CC=C(C=C1)C
mol763,C(/O)(\NCCCO)=N\C1=CC=C(C(Cl)=C1)Cl
mol764,C1(C(=O)NC2=CC=C(C=C2Cl)Cl)=C(O)C2C=CC=CC=2N(C)C1=O
mol765,C(=O)(C(C1=CC=CC=C1)C1C=CC=CC=1)NNC(CCCCC(=O)NNC(=O)C(C1C=CC=CC=1)C1=CC=CC=C1)=O
mol766,C(=O)(C1C=CC=C(F)C=1)NCC(=O)N/N=C/C1C=CC(=CC=1)F
mol767,N1(CC)C(SCC(=O)NC2=CC=C(C=C2)F)=NN=C1C1C=CC=CC=1
mol768,N(=O)(=O)C1C=C(C=CC=1O)/C=N/NC(COC1=CC=CC=C1C#N)=O
mol769,C1(=CC(C)=CC=C1C)NC(CCC(=O)NNC(=O)C=CC1C=CC=C2C=CC=CC=12)=O
mol770,C(COC1=CC=C(C(C)=C1)C)(=O)N/N=C/C1C=CC(=CC=1OC)OC
mol771,N1(CC2=CC(=CC=C2OC)C=NNC(=O)CP(OCC)(OCC)=O)C(C)=C(C(C)=N1)Br
mol772,N(=O)(=O)C1=CC=CC(/C(/C)=N/NC(COC2=CC=C(C(C)=C2)C)=O)=C1
mol773,N1C(=O)C(SC1=O)=CC1=CC=C(C=C1)N(CC)CC
mol774,N1(CNC2=CC=C(C(Cl)=C2)C)N=C(OC1=S)C1=CC=CC=C1
mol775,N(=O)(=O)C1C=CC(=C(/C=N/NC(COC2=CC=C(C(C)=C2)C)=O)C=1)O
mol776,N1(C(C)C(N)=O)C(=O)C2=C(C=CC=C2)C1=O
mol777,N12N=C(SC1=NC(=O)C(=CC1C=C(OCC)C(=C(Cl)C=1)OCC1C=CC(=CC=1)N(=O)=O)C2=N)C
mol778,C(COC1C(C)=CC=CC=1C)(=O)N/N=C(\C)/C=C/C1=CC=CC=C1
mol779,C(=O)(C(CC)C1=CC=CC=C1)NC1C=CC(=CC=1)C(OCC)=O
mol780,C1(C=CC=C2C=CC=CC=12)CC(=O)N/N=C/C1=CC=C2C(OCO2)=C1
mol781,N(=O)(=O)C1=CC=C(C=C1)C(=O)NNC(=O)C=CC(O)=O
mol782,N(=C(/C)\C1C=CC(=CC=1)OC)/NC(COC1=C(C)C=CC=C1C)=O
mol783,S(C)(=O)(=O)N(C1C=CC(=CC=1)OC)C(C)C(=O)NC1=CC=C(C=C1)CC
mol784,N(=O)(=O)C1C=CC(=CC=1)/C(/C)=N/NC(COC1=CC=C(C(C)=C1)C)=O
mol785,C1(CNC2C=CC(=CC=2)OC)N(C)C2C(=CC=CC=2)N=1
mol786,N(=C(/C)\C1=CC=C(C=C1)OC)/NC(COC1=CC=C(C(C)=C1)C)=O
mol787,C1(C(OCCSCC)=O)=C(C)NC2=C(C(=O)CC(C3=CC=CC=C3)C2)C1C1C=C2OCOC2=CC=1Br
mol788,C1(C=CC=C2C=CC=CC=12)CC(=O)N/N=C/C1=CC=C2C(C=CC=C2)=C1
mol789,S(=O)(=O)(C1C=CC(=CC=1)NC(=O)C1=CC=C(Br)O1)N1CCCCCC1
mol790,N1(C2C=CC=CC=2SC2C=CC=CC1=2)C(=O)C1=CC=CC=C1OC
mol791,N(=O)(=O)C1=CC=C(C=C1)C(=O)NC1C=CC(=CC=1C#N)CC1=CC=C(C(C#N)=C1)NC(=O)C1C=CC(=CC=1)N(=O)=O
mol792,C(=O)(NN=CC1=CC=CC2=CC=CC=C12)C(C1C=CC=CC=1)C1C=CC=CC=1
mol793,C1(C2C=CC(=CC=2)N)(C2=CC=C(C=C2)N)C2C=CC=CC=2C2C=CC=CC1=2
mol794,N(C(N)=O)C(N)=O
mol795,C1(C#N)C2CCCCC=2SC=1/N=C/C1=CC=C(C=C1)Br
mol796,C1(=N/C2=CC=C(C=C2)C)\SC(C(=O)N\1)=CC1C=C(N(C2C=CC(=CC=2)C(OCC)=O)C=1C)C
mol797,N(=O)(=O)C1C=CC=C(C=1)C(=O)NC1C=CC(=CC=1Cl)NC(=O)C1=CC=CC(=C1)N(=O)=O
mol798,C1(C2=CC=CC(=C2)N=CC2C(O)=CC=C3C=CC=CC=23)SC2=C(C=CC=C2)N=1
mol799,N1(C2=CC=CC=C2O)C(=O)C2C(=CC3=C(C=2)C(=O)N(C3=O)C2C=CC=CC=2O)C1=O
mol800,S(=O)(=O)(C1=C(C)C=C(C=C1C)C)NC1C(CC)=CC=CC=1C
mol801,N(=O)(=O)C1=C(Cl)C=CC(=C1)C(=O)NC1=CC=C(C(C(F)(F)F)=C1)Cl
mol802,C12=C(O)CC(CC1=NC1=C(C=CC=C1)N(C(CC)=O)C2C1=CC=C(C=C1)F)C1C=CC(=CC=1)C(C)(C)C
mol803,C(COC1C=CC(=CC=1)C)(=O)NC1=CC=C(C=C1)NC(COC1C=CC(=CC=1)C)=O
mol804,C1(=CC2C=CC(=CC=2OC1=O)OC(C)=O)C1SC=C(C2C=CC(=CC=2)OC)N=1
mol805,C(=O)(NNC(CCC1C=C(C(C)(C)C)C(=C(C(C)(C)C)C=1)O)=O)C(=O)NNC(CCC1=CC(C(C)(C)C)=C(C(C(C)(C)C)=C1)O)=O
mol806,N1C(N2CCCC2)=NC(=NC=1N1CCCC1)NN=CC1C2=CC=CC=C2N(CCOC2=CC=C(C=C2C)C)C=1C
mol807,N(=O)(=O)C1=CC=C(C=C1)C1=CC=C(C=C1)NC(=O)C1=CC=CC=C1C
mol808,C1(C2=CC=CC=C2Br)OC2=C(C=C(C=C2)NC(=O)C2=CC=C(C(C)=C2)N(=O)=O)N=1
mol809,S(=O)(=O)(NC1C=CC(=CC=1)I)C1C=CC2=C(C=CC=C2)C=1
mol810,N1C=C(CCCCC)C=CC=1C1C=CC(=CC=1)CCCCCC
mol811,C(CCC1C=CC=CC=1)(=O)NC1=CC=C(C=C1)I
mol812,S(=O)(=O)(C1C=CC(=CC=1)OC)N(CCC1C=CC=CC=1)CC(=O)NC1=CC=CC(C(C)=O)=C1
mol813,C(=O)(C1C=CC=C(I)C=1)NC1=CC=C(C=C1)I
mol814,C1(NN=NN=1)C(CC1C=CC(=CC=1)OC)C(=O)NC1C=CC=CC=1OC
mol815,S(=O)(=O)(C1=CC=C(C=C1)NC(C)=O)NC1=CC=CC(=C1)NC(C)=O
mol816,N12CN(C3C=CC(=CC=3)Cl)CN=C1SC(C2=O)=C1C2C=C(OC)C=CC=2NC1=O
mol817,N(=O)(=O)C1=CC=CC(=C1)C(=O)NC1C=CC(=CC=1)I
mol818,C1(=CC=C(C=C1Cl)Cl)C(=O)NC1C=CC(=CC=1)I
mol819,C(=O)(C1C=CC(=CC=1)Cl)NC1C=CC=CC=1Br
mol820,C1(=NC2C=CC(=CC=2)Cl)SC(C(=O)NC2=CC=C(C=C2)OC)CC(=O)N1CCC1C=CC(=CC=1)F
mol821,C1(C(=CC=CC=1N(=O)=O)C(OCCCC)=O)C(=O)NC1=CC=C(C=C1)C(C)=O
mol822,N1(C(C)=CC=C1C)C1C(C)=CC=C(C(O)=O)C=1
mol823,S(=O)(=O)(NC1=CC=C(C=C1C#N)N(=O)=O)C1C=CC=C2C=1C=CC=C2S(=O)(=O)NC1C=CC(=CC=1C#N)N(=O)=O
mol824,N1(CC2=CC=CC=C2)C2C=CC=CC=2C=C1CC(=O)NC1C=CC=CC=1
mol825,N(=O)(=O)C1=CC=C(C(Cl)=C1)C(=O)NC1C=C(C)C=CC=1OC
mol826,O1C(C2C=CC=CC=2)=CC=C1C(O)=O
mol827,N1(C2C=CC=CC=2C)C(=O)C2C(C3OC2C=C3)C1=O
mol828,C(C(=O)OC(C)(C)C)(C(=O)OC(C)(C)C)(N(=O)=O)C1=NC(N)=NC(C(C(=O)OC(C)(C)C)C(=O)OC(C)(C)C)=N1
mol829,C(=O)(NC1=CC=C(C=C1)NC(C)=O)C1=CC=CS1
mol830,C12=CC=CC=C1C(=CC=C2C=NC1=CC=C(C=C1)OCC)OC
mol831,C(=O)(C1=CC=CS1)NC1=C(OC)C=CC(OC)=C1
mol832,C1(C(OCCOC2C=CC=CC=2)=O)=C(C)NC2=C(C(=O)CC(C3C=CC(=CC=3)Cl)C2)C1C1=CC=CC=C1F
mol833,N1(CC)C2C=CC=CC=2C2C=C(C=CC=21)NC(=O)C1=CC=CS1
mol834,N(=O)(=O)C1C=CC=CC=1C=CC(C1=CC=CC=C1)=NNC(=O)C1=CC=C(C=C1)O
mol835,C(=O)(C1=CC=CS1)NC1=CC=CC(Cl)=C1C
mol836,N1(CCC2C=CC=CC1=2)C(=O)C1=CC=CC=C1C(O)=O
mol837,C1(=CC=CC=C1NC(=O)C1=CC=CS1)C(N)=O
mol838,N(C1=C(C)C=C(C=C1C)C)C(=O)C1=CC=CS1
mol839,N(=C(C)C1=CC=C(C=C1)O)NC(CCC(=O)NC1C=CC(=C(C)C=1)C)=O
mol840,C(=O)(NC1C=CC(=CC=1)CC)C1=CC=CS1
mol841,C1(=CC2=CC(Br)=CC=C2OC1=O)C1NC2=C(C=CC(=C2)N(=O)=O)N=1
mol842,N1(CC2CCCO2)C(=O)C2C(=CC=CC=2)C1=O
mol843,N1(C)C(=O)C=C(NC1=O)NC1C=CC(=C(C)C=1)C
mol844,C(NCCC(=O)OCC(C1C=CC=CC=1)=O)(=O)C1C=CC(=CC=1)Br
mol845,C(=O)(C1=CC=CS1)NC1=C(OC)C=CC(Cl)=C1
mol846,N(=O)(=O)C1C=CC(=C(C=1)C1=CC=C(/C=N/NC(=O)C2=CC=CO2)O1)Cl
mol847,C(=O)(C(=O)NCC1CCCO1)NC1C=CC(=CC=1C)C
mol848,C(=O)(NC1C=CC=CC=1OCC)C(=O)NC(C)C1=CC=CC=C1
mol849,C(=O)(NCC1CCCO1)C(NCCCCC1C=CC=CC=1)=O
mol850,C(=O)(N/N=C/C1C(=CC=CC=1F)Cl)C(=O)NC1C=CC(=CC=1)CC
mol851,N(=O)(=O)C1C=CC(=CC=1N/N=C/C1C=CC(=C(OCC)C=1)O)Cl
mol852,C(=O)(N/N=C/C1=CC=CC(Cl)=C1Cl)C(=O)NC1C=C(C)C=CC=1C
mol853,C(=O)(C(NCCOC=C)=O)NC1=CC(C)=CC=C1C
mol854,N1C(CSC=1N/N=C/C1=CC=CC=C1O)=O
mol855,C(=O)(C(NCC=C)=O)NC1=CC=CC(Cl)=C1Cl
mol856,C1(=NCCC2=CC(=C(OC)C=C12)OC)C1=CC=CC=C1C(OC)=O
mol857,C1(C(=O)NCC2=CC=CO2)=C(Cl)C2=C(C=CC=C2)S1
mol858,C(=O)(N/N=C/C1C=CC(=CC=1)C)C(=O)NC1=CC=CC(C)=C1
mol859,N1(C2C=CC(=CC=2)OC)CC(CC1=O)C(=O)N/N=C/C1=CC=CC(=C1)N(=O)=O
mol860,C(Cl)(Cl)(Cl)C(=O)NC1C=CC=C(C=1)NC(CCC)=O
mol861,N1(C2C=CC=CC=2)C(SCC(=O)NN=CC2=CC=CO2)=NN=C1C1=CC(OC)=C(C(OC)=C1)OC
mol862,C1(C(=O)OC(C)C)=C(C)NC2=C(C(=O)CC(C3C=CC(=CC=3)Cl)C2)C1C1C=CC(=C(OCC)C=1)O
mol863,C(=O)(N/N=C/C1C2C=CC=CC=2C=C2C=CC=CC=12)C(=O)NC1C(C)=CC=CC=1C
mol864,C1(C=CC=CC=1OCC)CN(CCC1C=CC2=C(OCO2)C=1)CC1=CC=C(C(F)=C1)F
mol865,C12(/C=N/C3=CC=C(C=C3)OCC)C3=CC=CC=C3C(C3C1C(=O)N(C3=O)C1C=CC(=CC=1)OCC)C1=CC=CC=C21
mol866,N1(CCN=C1C1C=CC=CC=1)C(=O)C1C=CC(=CC=1)OC
mol867,C1(N(C2=CC=CC=C2)C2=CC=CC=C2)=NC(OC(C(F)(F)F)C(F)(F)F)=NC(N2CCNCC2)=N1
mol868,C(=O)(C(NCCC1C=CC=CC=1F)=O)NC1C=CC=C(Cl)C=1Cl
mol869,N1(C2C=CC(=CC=2)OCCC)C(C2=CC=CC=C2)NC2C(=CC=CC=2)C1=O
mol870,N1(CCC(CC1)C(N)=O)C(=O)COC1C=CC(=CC=1C)Cl
mol871,N12C(=O)C(SC1=C(C(C1C=CC=C(OCC)C=1)C(C(OC)=O)=C2N)C#N)=CC1=CC=C(C=C1)OCC
mol872,C(=O)(N/N=C/C1C=C(OC)C(=C(OC)C=1)OC)C(=O)NC1C=CC=CC=1F
mol873,C(=O)(OC1=CC=C(C=C1)Cl)C1=CC(OC)=C(C(OC)=C1)OC
mol874,N(=O)(=O)C1=CC=C(C=C1N/N=C/C1=CC=C(C(OC)=C1)O)Cl
mol875,N12N=C(SC1=NC(=O)C(=CC1=CC=C(C(OC)=C1)OCCOC1=C(C)C=CC=C1C)C2=N)C
mol876,N(C1C(C)=CC=CC=1C)C(=O)C(NCCC(C)C)=O
mol877,C12CC(CCC=1NC1=C(C=CC=C1)C2=O)C(C)(C)C
mol878,C(=CC1C=CC=CC=1)(C(=O)N(C)CC1C=CC=CC=1)N1C=CC=CC1=O
mol879,S1(=O)(=O)C2C=CC=CC=2C(OC2C=CC(=CC=2)CC)=N1
mol880,C(=O)(C(=O)NCC1CCCO1)NC1C=CC=C(Cl)C=1Cl
mol881,N1(CC)C(=O)C(SC1=S)=CC1=CC(Cl)=CC=C1OCC1C=CC(=CC=1)F
mol882,C(=O)(N/N=C/C1=CC=CC=C1OCC1C=CC=CC=1Cl)C(=O)NC1C=CC=CC=1CC
mol883,C1(SC2=CC=C(/C=N/C3=CC=C(C(C)=C3)C)O2)SC2=C(C=CC(=C2)N(=O)=O)N=1
mol884,C(OC)(COC1C=CC(=CC=1)C=O)=O
mol885,C(=O)(NC1C=CC(=CC=1)OCCCCC)C1=CC=CS1
mol886,C1(C(=C(C)C=CC=1C(NCCC(OC)=O)=O)OCC1C=CC=CC=1)N(=O)=O
mol887,C1(N=C(OC)N=C(N(C)C)N=1)N(C#N)C(C)C(=O)N(C)C
mol888,C(=O)(C1C=CC(=CC=1)F)NC1=CC=C(C=C1)CCCC
mol889,C1(=CC2C=C(Br)C=CC=2OC1=O)C(=O)NC1SC(=C(C2C=CC(=CC=2)C2C=CC=CC=2)N=1)CC
mol890,N12CCN(C(CCCC(=O)C3C=C(C)C=CC1=3)C2=O)C(C1C=CC=CC=1)=O
mol891,C1(N/N=C\C2C=CC=CC=2C=O)=C(Cl)C(Cl)=C(C(Cl)=N1)C#N
mol892,C1(OC)=C(OC)C=C(C=C1OC)C(=O)NCC1=CC=CN=C1
mol893,S1(=O)(=O)C2C=C(C=CC=2C(N(C)/N=C/C2C=CC=C(OC)C=2O)=N1)N(=O)=O
mol894,N1(C2=CC=CC(OC3=CC=C4C(=C3)C(=O)N(C4=O)C3C=CC=CC=3)=C2)C(=O)C2C(=CC(=CC=2)N(=O)=O)C1=O
mol895,C1(NC(=O)NC2C=CC(=CC=2)F)=NN=C(CCOCC)S1
mol896,N(=O)(=O)C1C(O)=CC=C2CCCCC=12
mol897,C12C3CCN(CC=3SC=1N=C(SCC(C1C=CC=CC=1)=O)N(C1C=CC=CC=1)C2=O)CCC1C=CC=CC=1
mol898,C(=O)(N/N=C/C1C=CC(=CC=1)C)C(=O)NC1C(C)=CC=CC=1C
mol899,N(=O)(=O)C1C=CC=C(NC(=O)C=CC2=CC=CO2)C=1C
mol900,N1(C2C=CC=C(I)C=2)C(=O)C2C(=CC(=CC=2)OC2C=CC=C(C=2)N(=O)=O)C1=O
mol901,C(NCC1C=CC(=CC=1)F)(=S)NC1=CC=CC=C1F
mol902,C1(NNC(C)=O)=C(Cl)C(Cl)=C(C(Cl)=N1)C#N
mol903,S(=O)(=O)(C1C=CC(=CC=1)C)N(C1=CC=CC(Cl)=C1)CC(=O)NC1=CC(C)=CC=C1OC
mol904,C(=O)(NCC1CCCO1)C1C=CC(=C(C)C=1)C
mol905,C(=O)(C(C1C=CC=CC=1)C1=CC=CC=C1)NCC1C=CC=NC=1
mol906,C1(NC2=CC=CC=C2Cl)C2C(C=CC=1N(=O)=O)=NC1(CCCCC1)N=2
mol907,N(C1=CC=C(C=N1)Br)C(OCC)=O
mol908,N(=O)(=O)C1=CC=C(C=C1NCC1C=CC=CC=1)N1CCOCC1
mol909,C(=O)(C(=O)NCC1=CC=CC=C1Cl)NC1=CC=CC(Cl)=C1Cl
mol910,N1(CC2C=CC=CC=2)C(=O)C(SC1=S)=CC1=CC=C(C(OCC)=C1)OCCCOC1C=C(C)C=CC=1C(C)C
mol911,N1(C2C=CC=CC=2)CC(CC1=O)C(OC)=O
mol912,C1(C(=O)N(C)C)C2CCCCC=2SC=1NC(=O)C1=CC=CC=C1C
mol913,C(=O)(C(NCCC1C=CC(=CC=1)F)=O)NC1=CC=C(C=C1C)C
mol914,N1(C2=CC=CC=N2)C(=O)C2C(=CC(=CC=2)C(=O)C2=CC=C3C(=C2)C(=O)N(C3=O)C2C=CC=CN=2)C1=O
mol915,C(=O)(N/N=C/C1C=CC(=C(OC)C=1)OC)C(=O)NC1=C(C)C=CC=C1C
mol916,N1(C2C=C(C)C=C(C)C=2)C(=O)C2=C(C=CC=C2)C1=O
mol917,C(=O)(N/N=C/C1C=CC(=CC=1)C)C(NCCC)=O
mol918,S(=O)(=O)(C1C=CC(=CC=1)NC(=O)C=CC(OCC)=O)NC1=CC(OC)=NC(OC)=N1
mol919,N(=O)(=O)C1=C(C=CC(=C1)N(=O)=O)CC(=O)N/N=C1\CC/C(/CC\1)=N\NC(=O)CC1C=CC(=CC=1N(=O)=O)N(=O)=O
mol920,C(CSCC1C=CC=CC=1Br)(=O)N/N=C/C1=CC=C(C=C1)OC(C)=O
mol921,N1(C(=O)C2C=CC(=CC=2)N(C)C)N=C(CC1(O)C(F)(F)F)CC(C)C
mol922,C(=O)(N(C(C)C)C(C)C)C/C(/C)=N/NC(=O)C1C=CC=C2C=CC=CC=12
mol923,C1(O)=C(C=CC=C1/C=N/NC(CCC1=CC=CC=C1)=O)OC
mol924,S(=O)(=O)(N(CC)CC)C1=CC=C(C=C1)NS(=O)(=O)C1C=CC(=CC=1)NC(C)=O
mol925,C(=O)(C1=CC=C(C(Cl)=C1)OCC)NC1C=CC(=C(OC)C=1)OC
mol926,C(=O)(C1=CC=CC=C1OC)NC(C1=CC=CC=C1)C1=CC=CC=C1
mol927,N(=C/C1C=CC=CC=1OC(=O)/C=C/C1=CC=C(C=C1)Br)\C1C=C(C)C=CC=1C
mol928,C(OC1C=CC=C(C=1)C(=O)NC1C=CC(=CC=1)OCC)(=S)NC1=CC=C(C=C1)OCC
mol929,N(=O)(=O)C1=CC=CC(NC(CC)=O)=C1C
mol930,C(OC1C=CC=C(C=1)C(=O)NC1C=CC=C(Br)C=1)(=S)NC1=CC=CC(Br)=C1
mol931,N1(N=CC2=CC=C(C=C2)OC)C=NN=C1
mol932,C(OC1C=CC=C(C=1)C(=O)NC1C=CC(=CC=1)Br)(=S)NC1=CC=CC=C1
mol933,N1(N=C(C(=NNC2C=CC=CC=2C(F)(F)F)C1=O)C)C1SC=C(C2C=CC(=CC=2)C)N=1
mol934,C(=O)(C/C(/C)=N/NC(=O)C1=CC=C(C=C1)NC(C)=O)NC1C=CC(=CC=1OC)OC
mol935,N#CC1=CC=CC(=C1)N=CC1=CC=C(C(OC)=C1)OC(C)=O
mol936,C(CSCC1C=CC=CC=1C)(=O)N/N=C/C1=CC=C(C=C1Cl)Cl
mol937,N1C(N(C)C)=CC(=NC=1N(C)C)NN=CC1=CC=C(C=C1)Cl
mol938,N1(C2C=CC(=CC=2)C)CC(CC1=O)C(=O)OCC(=O)C1C=CC(=CC=1)Br
